"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"13031","2","926","75","0","2019","1","","Bulloch County, Georgia","State Government","NAICS 926 Administration of economic programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",3,12,11,11,87875,0,0,596,"",1.88,0.23,0.20,0.21,0.19,0.00,0.00,0.88,"",0,0.0,0,0.0,-1,-8.3,-1,-8.3,536,0.6,0,0.0,0,0.0,36,6.4
"13031","2","926","75","0","2019","2","","Bulloch County, Georgia","State Government","NAICS 926 Administration of economic programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",3,11,11,11,88557,0,0,619,"",1.88,0.21,0.21,0.21,0.18,0.00,0.00,0.86,"",0,0.0,-1,-8.3,0,0.0,0,0.0,-11,0.0,0,0.0,0,0.0,18,3.0
"13031","2","9261","76","0","2019","1","","Bulloch County, Georgia","State Government","NAICS 9261 Administration of economic programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,12,11,11,87875,0,0,596,"",1.88,0.23,0.20,0.21,0.19,0.00,0.00,0.88,"",0,0.0,0,0.0,-1,-8.3,-1,-8.3,536,0.6,0,0.0,0,0.0,36,6.4
"13031","2","9261","76","0","2019","2","","Bulloch County, Georgia","State Government","NAICS 9261 Administration of economic programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,11,11,11,88557,0,0,619,"",1.88,0.21,0.21,0.21,0.18,0.00,0.00,0.86,"",0,0.0,-1,-8.3,0,0.0,0,0.0,-11,0.0,0,0.0,0,0.0,18,3.0
"13031","2","92612","77","0","2019","1","N","Bulloch County, Georgia","State Government","NAICS 92612 Transportation program administration","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.73,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","2","92612","77","0","2019","2","N","Bulloch County, Georgia","State Government","NAICS 92612 Transportation program administration","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.73,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","2","926120","78","0","2019","1","N","Bulloch County, Georgia","State Government","NAICS 926120 Transportation program administration","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.73,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","2","926120","78","0","2019","2","N","Bulloch County, Georgia","State Government","NAICS 926120 Transportation program administration","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.73,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","2","92614","77","0","2019","1","N","Bulloch County, Georgia","State Government","NAICS 92614 Agricultural market and commodity regulation","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.15,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","2","92614","77","0","2019","2","N","Bulloch County, Georgia","State Government","NAICS 92614 Agricultural market and commodity regulation","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.15,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","2","926140","78","0","2019","1","N","Bulloch County, Georgia","State Government","NAICS 926140 Agricultural market and commodity regulation","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.15,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","2","926140","78","0","2019","2","N","Bulloch County, Georgia","State Government","NAICS 926140 Agricultural market and commodity regulation","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.15,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","2","92615","77","0","2019","1","N","Bulloch County, Georgia","State Government","NAICS 92615 Licensing and regulating commercial sectors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.57,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","2","92615","77","0","2019","2","N","Bulloch County, Georgia","State Government","NAICS 92615 Licensing and regulating commercial sectors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.57,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","2","926150","78","0","2019","1","N","Bulloch County, Georgia","State Government","NAICS 926150 Licensing and regulating commercial sectors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.57,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","2","926150","78","0","2019","2","N","Bulloch County, Georgia","State Government","NAICS 926150 Licensing and regulating commercial sectors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.57,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","2","928","75","0","2019","1","N","Bulloch County, Georgia","State Government","NAICS 928 National security and international affairs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",10.06,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","2","928","75","0","2019","2","N","Bulloch County, Georgia","State Government","NAICS 928 National security and international affairs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",10.04,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","2","9281","76","0","2019","1","N","Bulloch County, Georgia","State Government","NAICS 9281 National security and international affairs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",10.06,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","2","9281","76","0","2019","2","N","Bulloch County, Georgia","State Government","NAICS 9281 National security and international affairs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",10.04,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","2","92811","77","0","2019","1","N","Bulloch County, Georgia","State Government","NAICS 92811 National security","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",10.10,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","2","92811","77","0","2019","2","N","Bulloch County, Georgia","State Government","NAICS 92811 National security","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",10.10,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","2","928110","78","0","2019","1","N","Bulloch County, Georgia","State Government","NAICS 928110 National security","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",10.10,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","2","928110","78","0","2019","2","N","Bulloch County, Georgia","State Government","NAICS 928110 National security","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",10.10,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","10","71","0","2019","1","","Bulloch County, Georgia","Local Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",27,2730,2788,2816,25795717,210520,1617,714,"",1.07,1.07,1.07,1.08,1.34,0.19,0.22,1.24,"",0,0.0,17,0.6,47,1.7,28,1.0,1300844,5.3,83195,65.3,-304,-15.8,28,4.1
"13031","3","10","71","0","2019","2","","Bulloch County, Georgia","Local Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",27,2852,3023,2930,25166045,67027,1077,660,"",1.07,1.10,1.16,1.20,1.20,0.10,0.34,1.04,"",0,0.0,29,1.0,84,2.9,127,4.5,1248532,5.2,-12700,-15.9,-490,-31.3,16,2.5
"13031","3","102","72","0","2019","1","","Bulloch County, Georgia","Local Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",27,2730,2788,2816,25795717,210520,1617,714,"",1.09,1.08,1.08,1.09,1.35,0.19,0.22,1.24,"",0,0.0,17,0.6,47,1.7,28,1.0,1300844,5.3,83195,65.3,-304,-15.8,28,4.1
"13031","3","102","72","0","2019","2","","Bulloch County, Georgia","Local Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",27,2852,3023,2930,25166045,67027,1077,660,"",1.09,1.11,1.17,1.21,1.21,0.10,0.35,1.04,"",0,0.0,29,1.0,84,2.9,127,4.5,1248532,5.2,-12700,-15.9,-490,-31.3,16,2.5
"13031","3","1025","73","0","2019","1","N","Bulloch County, Georgia","Local Government","1025 Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",20,0,0,0,0,0,0,0,"N",1.84,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","1025","73","0","2019","2","N","Bulloch County, Georgia","Local Government","1025 Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",20,0,0,0,0,0,0,0,"N",1.84,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","1028","73","0","2019","1","N","Bulloch County, Georgia","Local Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",7,0,0,0,0,0,0,0,"N",0.75,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","1028","73","0","2019","2","N","Bulloch County, Georgia","Local Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",7,0,0,0,0,0,0,0,"N",0.75,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","61","74","0","2019","1","","Bulloch County, Georgia","Local Government","NAICS 61 Educational services","County, NAICS Sector -- by ownership sector","All establishment sizes",19,1724,1738,1734,16463179,0,0,731,"",1.94,1.21,1.18,1.18,1.65,0.00,0.00,1.39,"",0,0.0,53,3.2,58,3.5,44,2.6,843574,5.4,0,0.0,0,0.0,16,2.2
"13031","3","61","74","0","2019","2","","Bulloch County, Georgia","Local Government","NAICS 61 Educational services","County, NAICS Sector -- by ownership sector","All establishment sizes",19,1716,1738,1645,16668977,0,0,754,"",1.93,1.17,1.19,1.25,1.49,0.00,0.00,1.23,"",0,0.0,11,0.6,40,2.4,38,2.4,835486,5.3,0,0.0,0,0.0,25,3.4
"13031","3","611","75","0","2019","1","","Bulloch County, Georgia","Local Government","NAICS 611 Educational services","County, NAICS 3-digit -- by ownership sector","All establishment sizes",19,1724,1738,1734,16463179,0,0,731,"",1.94,1.21,1.18,1.18,1.65,0.00,0.00,1.39,"",0,0.0,53,3.2,58,3.5,44,2.6,843574,5.4,0,0.0,0,0.0,16,2.2
"13031","3","611","75","0","2019","2","","Bulloch County, Georgia","Local Government","NAICS 611 Educational services","County, NAICS 3-digit -- by ownership sector","All establishment sizes",19,1716,1738,1645,16668977,0,0,754,"",1.93,1.17,1.19,1.25,1.49,0.00,0.00,1.23,"",0,0.0,11,0.6,40,2.4,38,2.4,835486,5.3,0,0.0,0,0.0,25,3.4
"13031","3","6111","76","0","2019","1","","Bulloch County, Georgia","Local Government","NAICS 6111 Elementary and secondary schools","County, NAICS 4-digit -- by ownership sector","All establishment sizes",19,1724,1738,1734,16463179,0,0,731,"",2.01,1.29,1.26,1.27,1.76,0.00,0.00,1.38,"",0,0.0,53,3.2,58,3.5,44,2.6,843574,5.4,0,0.0,0,0.0,16,2.2
"13031","3","6111","76","0","2019","2","","Bulloch County, Georgia","Local Government","NAICS 6111 Elementary and secondary schools","County, NAICS 4-digit -- by ownership sector","All establishment sizes",19,1716,1738,1645,16668977,0,0,754,"",2.01,1.26,1.28,1.34,1.58,0.00,0.00,1.22,"",0,0.0,11,0.6,40,2.4,38,2.4,835486,5.3,0,0.0,0,0.0,25,3.4
"13031","3","61111","77","0","2019","1","","Bulloch County, Georgia","Local Government","NAICS 61111 Elementary and secondary schools","County, NAICS 5-digit -- by ownership sector","All establishment sizes",19,1724,1738,1734,16463179,0,0,731,"",2.01,1.29,1.26,1.27,1.76,0.00,0.00,1.38,"",0,0.0,53,3.2,58,3.5,44,2.6,843574,5.4,0,0.0,0,0.0,16,2.2
"13031","3","61111","77","0","2019","2","","Bulloch County, Georgia","Local Government","NAICS 61111 Elementary and secondary schools","County, NAICS 5-digit -- by ownership sector","All establishment sizes",19,1716,1738,1645,16668977,0,0,754,"",2.01,1.26,1.28,1.34,1.58,0.00,0.00,1.22,"",0,0.0,11,0.6,40,2.4,38,2.4,835486,5.3,0,0.0,0,0.0,25,3.4
"13031","3","611110","78","0","2019","1","","Bulloch County, Georgia","Local Government","NAICS 611110 Elementary and secondary schools","County, NAICS 6-digit -- by ownership sector","All establishment sizes",19,1724,1738,1734,16463179,0,0,731,"",2.01,1.29,1.26,1.27,1.76,0.00,0.00,1.38,"",0,0.0,53,3.2,58,3.5,44,2.6,843574,5.4,0,0.0,0,0.0,16,2.2
"13031","3","611110","78","0","2019","2","","Bulloch County, Georgia","Local Government","NAICS 611110 Elementary and secondary schools","County, NAICS 6-digit -- by ownership sector","All establishment sizes",19,1716,1738,1645,16668977,0,0,754,"",2.01,1.26,1.28,1.34,1.58,0.00,0.00,1.22,"",0,0.0,11,0.6,40,2.4,38,2.4,835486,5.3,0,0.0,0,0.0,25,3.4
"13031","3","62","74","0","2019","1","N","Bulloch County, Georgia","Local Government","NAICS 62 Health care and social assistance","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.95,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","62","74","0","2019","2","N","Bulloch County, Georgia","Local Government","NAICS 62 Health care and social assistance","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.95,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","622","75","0","2019","1","N","Bulloch County, Georgia","Local Government","NAICS 622 Hospitals","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",4.98,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","622","75","0","2019","2","N","Bulloch County, Georgia","Local Government","NAICS 622 Hospitals","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",4.94,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","6221","76","0","2019","1","N","Bulloch County, Georgia","Local Government","NAICS 6221 General medical and surgical hospitals","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",5.06,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","6221","76","0","2019","2","N","Bulloch County, Georgia","Local Government","NAICS 6221 General medical and surgical hospitals","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",5.02,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","62211","77","0","2019","1","N","Bulloch County, Georgia","Local Government","NAICS 62211 General medical and surgical hospitals","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",5.06,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","62211","77","0","2019","2","N","Bulloch County, Georgia","Local Government","NAICS 62211 General medical and surgical hospitals","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",5.02,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","622110","78","0","2019","1","N","Bulloch County, Georgia","Local Government","NAICS 622110 General medical and surgical hospitals","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",5.06,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","622110","78","0","2019","2","N","Bulloch County, Georgia","Local Government","NAICS 622110 General medical and surgical hospitals","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",5.02,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","92","74","0","2019","1","N","Bulloch County, Georgia","Local Government","NAICS 92 Public administration","County, NAICS Sector -- by ownership sector","All establishment sizes",7,0,0,0,0,0,0,0,"N",0.75,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","92","74","0","2019","2","N","Bulloch County, Georgia","Local Government","NAICS 92 Public administration","County, NAICS Sector -- by ownership sector","All establishment sizes",7,0,0,0,0,0,0,0,"N",0.75,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","921","75","0","2019","1","N","Bulloch County, Georgia","Local Government","NAICS 921 Executive, legislative and general government","County, NAICS 3-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.92,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","921","75","0","2019","2","N","Bulloch County, Georgia","Local Government","NAICS 921 Executive, legislative and general government","County, NAICS 3-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.92,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","9211","76","0","2019","1","N","Bulloch County, Georgia","Local Government","NAICS 9211 Executive, legislative and general government","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.92,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","9211","76","0","2019","2","N","Bulloch County, Georgia","Local Government","NAICS 9211 Executive, legislative and general government","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.92,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","92111","77","0","2019","1","N","Bulloch County, Georgia","Local Government","NAICS 92111 Executive offices","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.50,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","92111","77","0","2019","2","N","Bulloch County, Georgia","Local Government","NAICS 92111 Executive offices","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.50,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","921110","78","0","2019","1","N","Bulloch County, Georgia","Local Government","NAICS 921110 Executive offices","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.50,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","921110","78","0","2019","2","N","Bulloch County, Georgia","Local Government","NAICS 921110 Executive offices","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.50,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","92114","77","0","2019","1","N","Bulloch County, Georgia","Local Government","NAICS 92114 Executive and legislative offices, combined","County, NAICS 5-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",1.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","92114","77","0","2019","2","N","Bulloch County, Georgia","Local Government","NAICS 92114 Executive and legislative offices, combined","County, NAICS 5-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",1.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","921140","78","0","2019","1","N","Bulloch County, Georgia","Local Government","NAICS 921140 Executive and legislative offices, combined","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",1.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","921140","78","0","2019","2","N","Bulloch County, Georgia","Local Government","NAICS 921140 Executive and legislative offices, combined","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",1.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","925","75","0","2019","1","N","Bulloch County, Georgia","Local Government","NAICS 925 Community and housing program administration","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",3.59,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","925","75","0","2019","2","N","Bulloch County, Georgia","Local Government","NAICS 925 Community and housing program administration","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",3.60,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","9251","76","0","2019","1","N","Bulloch County, Georgia","Local Government","NAICS 9251 Community and housing program administration","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",3.59,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","9251","76","0","2019","2","N","Bulloch County, Georgia","Local Government","NAICS 9251 Community and housing program administration","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",3.60,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","92511","77","0","2019","1","N","Bulloch County, Georgia","Local Government","NAICS 92511 Administration of housing programs","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.79,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","92511","77","0","2019","2","N","Bulloch County, Georgia","Local Government","NAICS 92511 Administration of housing programs","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.79,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","925110","78","0","2019","1","N","Bulloch County, Georgia","Local Government","NAICS 925110 Administration of housing programs","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.79,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","925110","78","0","2019","2","N","Bulloch County, Georgia","Local Government","NAICS 925110 Administration of housing programs","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",2.79,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","92512","77","0","2019","1","N","Bulloch County, Georgia","Local Government","NAICS 92512 Urban and rural development administration","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",5.03,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","92512","77","0","2019","2","N","Bulloch County, Georgia","Local Government","NAICS 92512 Urban and rural development administration","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",5.06,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","925120","78","0","2019","1","N","Bulloch County, Georgia","Local Government","NAICS 925120 Urban and rural development administration","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",5.03,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","3","925120","78","0","2019","2","N","Bulloch County, Georgia","Local Government","NAICS 925120 Urban and rural development administration","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",5.06,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","5","10","71","0","2019","1","","Bulloch County, Georgia","Private","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",1440,18927,19292,19150,155387502,108555565,1517755,625,"",0.99,0.86,0.86,0.86,0.78,1.01,1.00,0.91,"",12,0.8,290,1.6,460,2.4,147,0.8,3549564,2.3,2111731,2.0,-172980,-10.2,5,0.8
"13031","5","10","71","0","2019","2","","Bulloch County, Georgia","Private","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",1454,19271,19205,18855,153273754,42900801,561395,617,"",0.99,0.86,0.86,0.87,0.81,1.02,1.00,0.94,"",33,2.3,67,0.3,55,0.3,-39,-0.2,3816561,2.6,-332068,-0.8,-44758,-7.4,15,2.5
"13031","5","101","72","0","2019","1","","Bulloch County, Georgia","Private","101 Goods-producing","County, by Domain -- by ownership sector","All establishment sizes",221,3505,3517,3552,35606467,25743060,793777,777,"",1.13,0.92,0.91,0.92,0.92,1.05,1.81,1.01,"",5,2.3,385,12.3,356,11.3,254,7.7,3590653,11.2,2449755,10.5,-1384,-0.2,6,0.8
"13031","5","101","72","0","2019","2","","Bulloch County, Georgia","Private","101 Goods-producing","County, by Domain -- by ownership sector","All establishment sizes",220,3608,3578,3641,35753791,6961551,229149,762,"",1.12,0.92,0.91,0.95,0.93,0.80,1.46,1.00,"",7,3.3,267,8.0,219,6.5,213,6.2,1481363,4.3,312467,4.7,18018,8.5,-19,-2.4
